 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, -1,999,990,207,990,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999, -1,999,999,990,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999
999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999
 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999
999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999
 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999
999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999
 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999
999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999
 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999
999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, -1, -1, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999, 61, 61,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 61, 61, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999, 61, 61,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 61, 61, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999, 61, 61,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 61, 61, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999, 60,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
